Invoice ID,City,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Customer_type
760-54-1821,North,Male,Muscle Building,13.59,9,6.1155,128.4255,15/3/2021,10:26,Cash,122.31,4.761904762,6.1155,5.8,Member
793-10-3222,North,Female,Muscle Building,41.06,6,12.318,258.678,5/3/2021,13:30,Credit card,246.36,4.761904762,12.318,8.3,Member
346-12-3257,North,Male,Muscle Building,19.24,9,8.658,181.818,4/3/2021,16:28,Cash,173.16,4.761904762,8.658,8,Member
110-05-6330,North,Female,Muscle Building,39.43,6,11.829,248.409,25/3/2021,20:18,Credit card,236.58,4.761904762,11.829,9.4,Member
651-61-0874,North,Male,Muscle Building,46.22,4,9.244,194.124,12/3/2021,20:04,Credit card,184.88,4.761904762,9.244,6.2,Member
236-86-3015,North,Male,Muscle Building,13.98,1,0.699,14.679,4/2/2021,13:38,Ewallet,13.98,4.761904762,0.699,9.8,Member
831-64-0259,North,Female,Muscle Building,39.75,5,9.9375,208.6875,22/2/2021,10:43,Ewallet,198.75,4.761904762,9.9375,9.6,Member
587-03-7455,North,Female,Muscle Building,97.79,7,34.2265,718.7565,16/2/2021,17:30,Ewallet,684.53,4.761904762,34.2265,4.9,Member
882-40-4577,North,Male,Muscle Building,67.26,4,13.452,282.492,19/1/2021,15:28,Credit card,269.04,4.761904762,13.452,8,Member
732-67-5346,North,Male,Muscle Building,13.79,5,3.4475,72.3975,11/1/2021,19:07,Credit card,68.95,4.761904762,3.4475,7.8,Member
725-32-9708,North,Female,Muscle Building,68.71,4,13.742,288.582,4/1/2021,19:01,Cash,274.84,4.761904762,13.742,4.1,Member
256-08-8343,North,Female,Muscle Building,56.53,4,11.306,237.426,4/3/2021,19:48,Ewallet,226.12,4.761904762,11.306,5.5,Member
372-26-1506,North,Female,Muscle Building,23.82,5,5.955,125.055,28/1/2021,19:24,Ewallet,119.1,4.761904762,5.955,5.4,Member
244-08-0162,North,Female,Muscle Building,34.21,10,17.105,359.205,2/1/2021,13:00,Cash,342.1,4.761904762,17.105,5.1,Member
569-71-4390,North,Male,Muscle Building,21.87,2,2.187,45.927,25/1/2021,14:29,Ewallet,43.74,4.761904762,2.187,6.9,Member
132-23-6451,North,Male,Muscle Building,20.97,5,5.2425,110.0925,4/1/2021,13:21,Cash,104.85,4.761904762,5.2425,7.8,Member
696-90-2548,North,Male,Muscle Building,25.84,3,3.876,81.396,10/3/2021,18:55,Ewallet,77.52,4.761904762,3.876,6.6,Member
472-15-9636,North,Male,Muscle Building,50.93,8,20.372,427.812,22/3/2021,19:36,Ewallet,407.44,4.761904762,20.372,9.2,Member
268-03-6164,North,Male,Muscle Building,96.11,1,4.8055,100.9155,25/1/2021,16:28,Ewallet,96.11,4.761904762,4.8055,7.8,Member
750-57-9686,North,Female,Muscle Building,45.38,4,9.076,190.596,8/1/2021,13:48,Credit card,181.52,4.761904762,9.076,8.7,Member
186-09-3669,North,Female,Muscle Building,81.51,1,4.0755,85.5855,22/1/2021,10:57,Ewallet,81.51,4.761904762,4.0755,9.2,Member
848-07-1692,North,Female,Muscle Building,57.22,2,5.722,120.162,12/1/2021,17:13,Ewallet,114.44,4.761904762,5.722,8.3,Member
745-71-3520,North,Female,Muscle Building,25.22,7,8.827,185.367,4/2/2021,10:23,Cash,176.54,4.761904762,8.827,8.2,Member
266-76-6436,North,Female,Muscle Building,38.6,3,5.79,121.59,28/3/2021,13:57,Ewallet,115.8,4.761904762,5.79,7.5,Member
740-22-2500,North,Female,Muscle Building,84.05,3,12.6075,264.7575,23/1/2021,13:29,Cash,252.15,4.761904762,12.6075,9.8,Member
271-88-8734,North,Female,Muscle Building,97.21,10,48.605,1020.705,8/2/2021,13:00,Credit card,972.1,4.761904762,48.605,8.7,Member
301-81-8610,North,Male,Muscle Building,25.42,8,10.168,213.528,19/3/2021,19:42,Credit card,203.36,4.761904762,10.168,6.7,Member
489-64-4354,North,Male,Muscle Building,16.28,1,0.814,17.094,9/3/2021,15:36,Cash,16.28,4.761904762,0.814,5,Member
198-84-7132,North,Male,Muscle Building,40.61,9,18.2745,383.7645,2/1/2021,13:40,Cash,365.49,4.761904762,18.2745,7,Member
269-10-8440,North,Male,Muscle Building,53.17,7,18.6095,390.7995,21/1/2021,18:01,Cash,372.19,4.761904762,18.6095,8.9,Member
650-98-6268,North,Female,Muscle Building,20.87,3,3.1305,65.7405,20/3/2021,13:53,Credit card,62.61,4.761904762,3.1305,8,Member
741-73-3559,North,Male,Muscle Building,67.27,5,16.8175,353.1675,27/2/2021,17:27,Cash,336.35,4.761904762,16.8175,6.9,Member
325-77-6186,North,Female,Vegetarian,90.65,10,45.325,951.825,8/3/2021,10:53,Ewallet,906.5,4.761904762,45.325,7.3,Member
286-75-7818,North,Male,Vegetarian,69.08,2,6.908,145.068,31/1/2021,19:48,Credit card,138.16,4.761904762,6.908,6.9,Member
574-57-9721,North,Male,Vegetarian,43.27,2,4.327,90.867,8/3/2021,16:53,Ewallet,86.54,4.761904762,4.327,5.7,Member
459-50-7686,North,Female,Vegetarian,23.46,6,7.038,147.798,13/1/2021,19:14,Ewallet,140.76,4.761904762,7.038,6.4,Member
616-87-0016,North,Male,Vegetarian,95.54,7,33.439,702.219,9/3/2021,14:36,Credit card,668.78,4.761904762,33.439,9.6,Member
837-55-7229,North,Female,Vegetarian,47.44,1,2.372,49.812,22/2/2021,18:19,Credit card,47.44,4.761904762,2.372,6.8,Member
751-69-0068,North,Male,Vegetarian,99.24,9,44.658,937.818,19/3/2021,19:09,Ewallet,893.16,4.761904762,44.658,9,Member
257-73-1380,North,Male,Vegetarian,82.93,4,16.586,348.306,20/1/2021,16:51,Ewallet,331.72,4.761904762,16.586,9.6,Member
345-08-4992,North,Male,Vegetarian,33.99,6,10.197,214.137,8/3/2021,15:37,Credit card,203.94,4.761904762,10.197,7.7,Member
549-96-4200,North,Male,Vegetarian,17.04,4,3.408,71.568,8/3/2021,20:15,Ewallet,68.16,4.761904762,3.408,7,Member
810-60-6344,North,Female,Vegetarian,40.86,8,16.344,343.224,7/2/2021,14:38,Credit card,326.88,4.761904762,16.344,6.5,Member
450-28-2866,North,Male,Vegetarian,17.44,5,4.36,91.56,15/1/2021,19:25,Cash,87.2,4.761904762,4.36,8.1,Member
394-30-3170,North,Female,Vegetarian,88.43,8,35.372,742.812,22/3/2021,19:35,Credit card,707.44,4.761904762,35.372,4.3,Member
138-17-5109,North,Female,Vegetarian,89.21,9,40.1445,843.0345,15/1/2021,15:42,Credit card,802.89,4.761904762,40.1445,6.5,Member
192-98-7397,North,Male,Vegetarian,12.78,1,0.639,13.419,8/1/2021,14:11,Ewallet,12.78,4.761904762,0.639,9.5,Member
301-11-9629,North,Female,Vegetarian,19.1,7,6.685,140.385,15/1/2021,10:43,Cash,133.7,4.761904762,6.685,9.7,Member
390-80-5128,North,Female,Vegetarian,19.15,1,0.9575,20.1075,28/1/2021,17:58,Credit card,19.15,4.761904762,0.9575,9.5,Member
235-46-8343,North,Male,Vegetarian,27.66,10,13.83,290.43,14/2/2021,11:26,Credit card,276.6,4.761904762,13.83,8.9,Member
453-12-7053,North,Male,Vegetarian,45.74,3,6.861,144.081,10/3/2021,17:38,Credit card,137.22,4.761904762,6.861,6.5,Member
296-11-7041,North,Female,Vegetarian,27.07,1,1.3535,28.4235,12/1/2021,20:07,Credit card,27.07,4.761904762,1.3535,5.3,Member
449-27-2918,North,Female,Vegetarian,39.12,1,1.956,41.076,26/3/2021,11:02,Credit card,39.12,4.761904762,1.956,9.6,Member
891-01-7034,North,Female,Vegetarian,74.71,6,22.413,470.673,1/1/2021,19:07,Cash,448.26,4.761904762,22.413,6.7,Member
744-09-5786,North,Male,Vegetarian,22.01,6,6.603,138.663,2/1/2021,18:50,Cash,132.06,4.761904762,6.603,7.6,Member
727-17-0390,North,Female,Vegetarian,63.61,5,15.9025,333.9525,16/3/2021,12:43,Ewallet,318.05,4.761904762,15.9025,4.8,Member
568-88-3448,North,Male,Vegetarian,25,1,1.25,26.25,3/3/2021,15:09,Ewallet,25,4.761904762,1.25,5.5,Member
187-83-5490,North,Male,Vegetarian,20.77,4,4.154,87.234,31/1/2021,13:47,Cash,83.08,4.761904762,4.154,4.7,Member
767-54-1907,North,Female,Vegetarian,29.56,5,7.39,155.19,13/2/2021,16:59,Cash,147.8,4.761904762,7.39,6.9,Member
710-46-4433,North,Female,Vegetarian,77.4,9,34.83,731.43,15/2/2021,14:15,Credit card,696.6,4.761904762,34.83,4.5,Member
533-33-5337,North,Male,Vegetarian,79.39,10,39.695,833.595,7/2/2021,20:24,Cash,793.9,4.761904762,39.695,6.2,Member
325-90-8763,North,Female,Vegetarian,46.57,10,23.285,488.985,27/1/2021,13:58,Cash,465.7,4.761904762,23.285,7.6,Member
729-46-7422,North,Male,Vegetarian,35.89,1,1.7945,37.6845,23/2/2021,16:52,Credit card,35.89,4.761904762,1.7945,7.9,Member
639-76-1242,North,Male,Vegetarian,40.52,5,10.13,212.73,3/2/2021,15:19,Cash,202.6,4.761904762,10.13,4.5,Member
234-03-4040,North,Female,Vegetarian,73.05,10,36.525,767.025,3/3/2021,12:25,Credit card,730.5,4.761904762,36.525,8.7,Member
326-71-2155,North,Female,Vegetarian,73.95,4,14.79,310.59,3/2/2021,10:02,Cash,295.8,4.761904762,14.79,6.1,Member
320-32-8842,North,Female,Vegetarian,22.62,1,1.131,23.751,17/3/2021,18:58,Cash,22.62,4.761904762,1.131,6.4,Member
470-32-9057,North,Male,Vegetarian,51.34,5,12.835,269.535,28/3/2021,15:31,Credit card,256.7,4.761904762,12.835,9.1,Member
878-30-2331,North,Female,Vegetarian,54.55,10,27.275,572.775,2/3/2021,11:22,Credit card,545.5,4.761904762,27.275,7.1,Member
440-59-5691,North,Female,Vegetarian,37.15,7,13.0025,273.0525,8/2/2021,13:12,Credit card,260.05,4.761904762,13.0025,7.7,Member
554-53-3790,North,Male,Vegetarian,37.02,6,11.106,233.226,22/3/2021,18:33,Cash,222.12,4.761904762,11.106,4.5,Member
746-19-0921,North,Male,Vegetarian,21.58,1,1.079,22.659,9/2/2021,10:02,Ewallet,21.58,4.761904762,1.079,7.2,Member
233-34-0817,North,Female,Vegetarian,98.84,1,4.942,103.782,15/2/2021,11:21,Cash,98.84,4.761904762,4.942,8.4,Member
767-05-1286,North,Female,Vegetarian,83.77,6,25.131,527.751,23/1/2021,12:10,Ewallet,502.62,4.761904762,25.131,5.4,Member
340-21-9136,North,Female,Vegetarian,40.05,4,8.01,168.21,25/1/2021,11:40,Cash,160.2,4.761904762,8.01,9.7,Member
405-31-3305,North,Male,Vegetarian,43.13,10,21.565,452.865,2/2/2021,18:31,Credit card,431.3,4.761904762,21.565,5.5,Member
731-59-7531,North,Male,Vegetarian,72.57,8,29.028,609.588,30/3/2021,17:58,Cash,580.56,4.761904762,29.028,4.6,Member
676-39-6028,North,Female,Vegetarian,64.44,5,16.11,338.31,30/3/2021,17:04,Cash,322.2,4.761904762,16.11,6.6,Member
502-05-1910,North,Male,Vegetarian,65.18,3,9.777,205.317,25/2/2021,20:35,Credit card,195.54,4.761904762,9.777,6.3,Member
485-30-8700,North,Female,Vegetarian,33.26,5,8.315,174.615,18/3/2021,16:10,Credit card,166.3,4.761904762,8.315,4.2,Member
598-47-9715,North,Male,Vegetarian,84.07,4,16.814,353.094,7/3/2021,16:54,Ewallet,336.28,4.761904762,16.814,4.4,Member
701-69-8742,North,Male,Vegetarian,34.37,10,17.185,360.885,16/3/2021,10:11,Ewallet,343.7,4.761904762,17.185,6.7,Member
575-67-1508,North,Male,Vegetarian,38.6,1,1.93,40.53,29/1/2021,11:26,Ewallet,38.6,4.761904762,1.93,6.7,Member
541-08-3113,North,Male,Vegetarian,65.97,8,26.388,554.148,2/2/2021,20:29,Cash,527.76,4.761904762,26.388,8.4,Member
246-11-3901,North,Female,Vegetarian,32.8,10,16.4,344.4,15/2/2021,12:12,Cash,328,4.761904762,16.4,6.2,Member
674-15-9296,North,Male,Vegetarian,37.14,5,9.285,194.985,8/1/2021,13:05,Ewallet,185.7,4.761904762,9.285,5,Member
305-18-3552,North,Male,Vegetarian,60.38,10,30.19,633.99,12/2/2021,16:19,Cash,603.8,4.761904762,30.19,6,Member
493-65-6248,North,Female,Vegetarian,36.98,10,18.49,388.29,1/1/2021,19:48,Credit card,369.8,4.761904762,18.49,7,Member
438-01-4015,North,Female,Vegetarian,49.49,4,9.898,207.858,21/3/2021,15:25,Ewallet,197.96,4.761904762,9.898,6.6,Member
709-58-4068,North,Female,Vegetarian,41.09,10,20.545,431.445,28/2/2021,14:42,Cash,410.9,4.761904762,20.545,7.3,Member
795-49-7276,North,Male,Vegetarian,37.15,4,7.43,156.03,23/3/2021,18:59,Ewallet,148.6,4.761904762,7.43,8.3,Member
556-72-8512,North,Male,Vegetarian,22.96,1,1.148,24.108,30/1/2021,20:47,Cash,22.96,4.761904762,1.148,4.3,Member
627-95-3243,North,Female,Vegetarian,77.68,9,34.956,734.076,4/2/2021,13:21,Ewallet,699.12,4.761904762,34.956,9.8,Member
686-41-0932,North,Female,Vegetarian,34.7,2,3.47,72.87,13/3/2021,19:48,Ewallet,69.4,4.761904762,3.47,8.2,Member
510-09-5628,North,Female,Vegetarian,19.66,10,9.83,206.43,15/3/2021,18:20,Credit card,196.6,4.761904762,9.83,7.2,Member
608-04-3797,North,Female,Vegetarian,25.32,8,10.128,212.688,5/3/2021,20:24,Ewallet,202.56,4.761904762,10.128,8.7,Member
148-82-2527,North,Female,Vegetarian,12.12,10,6.06,127.26,5/3/2021,13:44,Credit card,121.2,4.761904762,6.06,8.4,Member
437-53-3084,North,Male,Vegetarian,99.89,2,9.989,209.769,26/2/2021,11:48,Ewallet,199.78,4.761904762,9.989,7.1,Member
632-32-4574,North,Male,Vegetarian,75.92,8,30.368,637.728,20/3/2021,14:14,Cash,607.36,4.761904762,30.368,5.5,Member
556-97-7101,North,Female,Vegetarian,63.22,2,6.322,132.762,1/1/2021,15:51,Cash,126.44,4.761904762,6.322,8.5,Member
862-59-8517,North,Female,Vegetarian,90.24,6,27.072,568.512,27/1/2021,11:17,Cash,541.44,4.761904762,27.072,6.2,Member
401-18-8016,North,Female,Vegetarian,98.13,1,4.9065,103.0365,21/1/2021,17:36,Cash,98.13,4.761904762,4.9065,8.9,Member
420-18-8989,North,Female,Vegetarian,51.52,8,20.608,432.768,2/2/2021,15:47,Cash,412.16,4.761904762,20.608,9.6,Member
277-63-2961,North,Male,Vegetarian,73.97,1,3.6985,77.6685,3/2/2021,15:53,Credit card,73.97,4.761904762,3.6985,5.4,Member
573-98-8548,North,Female,Vegetarian,31.9,1,1.595,33.495,5/1/2021,12:40,Ewallet,31.9,4.761904762,1.595,9.1,Member
620-02-2046,North,Male,Vegetarian,69.4,2,6.94,145.74,27/1/2021,19:48,Ewallet,138.8,4.761904762,6.94,9,Member
282-35-2475,North,Female,Vegetarian,93.31,2,9.331,195.951,25/3/2021,17:53,Cash,186.62,4.761904762,9.331,6.3,Member
511-54-3087,North,Male,Vegetarian,88.45,1,4.4225,92.8725,25/2/2021,16:36,Credit card,88.45,4.761904762,4.4225,9.5,Member
726-29-6793,North,Male,Vegetarian,24.18,8,9.672,203.112,28/1/2021,20:54,Ewallet,193.44,4.761904762,9.672,9.8,Member
387-49-4215,North,Female,Vegetarian,48.5,3,7.275,152.775,8/1/2021,12:50,Cash,145.5,4.761904762,7.275,6.7,Member
862-17-9201,North,Female,Vegetarian,84.05,6,25.215,529.515,29/1/2021,10:48,Credit card,504.3,4.761904762,25.215,7.7,Member
291-21-5991,North,Male,Vegetarian,61.29,5,15.3225,321.7725,29/3/2021,14:28,Cash,306.45,4.761904762,15.3225,7,Member
602-80-9671,North,Female,Vegetarian,15.95,6,4.785,100.485,9/2/2021,17:15,Credit card,95.7,4.761904762,4.785,5.1,Member
347-72-6115,North,Female,Vegetarian,90.74,7,31.759,666.939,16/1/2021,18:03,Credit card,635.18,4.761904762,31.759,6.2,Member
209-61-0206,North,Female,Vegetarian,42.91,5,10.7275,225.2775,5/1/2021,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,Member
595-27-4851,North,Female,Vegetarian,54.28,7,18.998,398.958,27/1/2021,18:05,Ewallet,379.96,4.761904762,18.998,9.3,Member
189-52-0236,North,Male,Vegetarian,99.55,7,34.8425,731.6925,14/3/2021,12:07,Cash,696.85,4.761904762,34.8425,7.6,Member
503-07-0930,North,Male,Vegetarian,58.39,7,20.4365,429.1665,23/2/2021,19:49,Credit card,408.73,4.761904762,20.4365,8.2,Member
413-20-6708,North,Female,Vegetarian,51.47,1,2.5735,54.0435,18/3/2021,15:52,Ewallet,51.47,4.761904762,2.5735,8.5,Member
425-85-2085,North,Male,Vegetarian,54.86,5,13.715,288.015,29/3/2021,16:48,Ewallet,274.3,4.761904762,13.715,9.8,Member
521-18-7827,North,Male,Vegetarian,39.39,5,9.8475,206.7975,22/1/2021,20:46,Credit card,196.95,4.761904762,9.8475,8.7,Member
220-28-1851,North,Male,Vegetarian,34.73,2,3.473,72.933,1/3/2021,18:14,Ewallet,69.46,4.761904762,3.473,9.7,Member
600-38-9738,North,Male,Vegetarian,71.92,5,17.98,377.58,17/1/2021,15:05,Credit card,359.6,4.761904762,17.98,4.3,Member
734-91-1155,North,Female,Vegetarian,45.71,3,6.8565,143.9865,26/3/2021,10:34,Credit card,137.13,4.761904762,6.8565,7.7,Member
451-28-5717,North,Female,Vegetarian,83.17,6,24.951,523.971,20/3/2021,11:23,Cash,499.02,4.761904762,24.951,7.3,Member
609-81-8548,North,Female,Vegetarian,37.44,6,11.232,235.872,6/2/2021,13:55,Credit card,224.64,4.761904762,11.232,5.9,Member
133-14-7229,North,Male,Vegetarian,62.87,2,6.287,132.027,1/1/2021,11:43,Cash,125.74,4.761904762,6.287,5,Member
534-01-4457,North,Male,Vegetarian,81.71,6,24.513,514.773,27/1/2021,14:36,Credit card,490.26,4.761904762,24.513,8,Member
719-89-8991,North,Female,Vegetarian,91.41,5,22.8525,479.9025,25/2/2021,16:03,Ewallet,457.05,4.761904762,22.8525,7.1,Member
286-62-6248,North,Male,Vegetarian,39.21,4,7.842,164.682,16/1/2021,20:03,Credit card,156.84,4.761904762,7.842,9,Member
339-38-9982,North,Male,Vegetarian,59.86,2,5.986,125.706,13/1/2021,14:55,Ewallet,119.72,4.761904762,5.986,6.7,Member
827-44-5872,North,Female,Vegetarian,54.36,10,27.18,570.78,7/2/2021,11:28,Credit card,543.6,4.761904762,27.18,6.1,Member
827-77-7633,North,Male,Vegetarian,98.09,9,44.1405,926.9505,17/2/2021,19:41,Cash,882.81,4.761904762,44.1405,9.3,Member
287-83-1405,South,Male,Vegetarian,25.43,6,7.629,160.209,12/2/2021,19:01,Ewallet,152.58,4.761904762,7.629,7,Member
435-13-4908,South,Male,Vegetarian,86.68,8,34.672,728.112,24/1/2021,18:04,Credit card,693.44,4.761904762,34.672,7.2,Member
857-67-9057,South,Male,Vegetarian,22.95,10,11.475,240.975,6/2/2021,19:20,Ewallet,229.5,4.761904762,11.475,8.2,Member
236-27-1144,South,Female,Vegetarian,16.31,9,7.3395,154.1295,26/3/2021,10:31,Ewallet,146.79,4.761904762,7.3395,8.4,Member
892-05-6689,South,Female,Vegetarian,28.32,5,7.08,148.68,11/3/2021,13:28,Ewallet,141.6,4.761904762,7.08,6.2,Member
583-41-4548,South,Male,Vegetarian,16.67,7,5.8345,122.5245,7/2/2021,11:36,Ewallet,116.69,4.761904762,5.8345,7.4,Member
339-12-4827,South,Female,Vegetarian,73.96,1,3.698,77.658,5/1/2021,11:32,Credit card,73.96,4.761904762,3.698,5,Member
643-38-7867,South,Male,Vegetarian,97.94,1,4.897,102.837,7/3/2021,11:44,Ewallet,97.94,4.761904762,4.897,6.9,Member
308-81-0538,South,Female,Vegetarian,73.05,4,14.61,306.81,25/2/2021,17:16,Credit card,292.2,4.761904762,14.61,4.9,Member
358-88-9262,South,Female,Vegetarian,87.48,6,26.244,551.124,1/2/2021,18:43,Ewallet,524.88,4.761904762,26.244,5.1,Member
460-35-4390,South,Male,Vegetarian,30.68,3,4.602,96.642,22/1/2021,11:00,Ewallet,92.04,4.761904762,4.602,9.1,Member
343-87-0864,South,Male,Vegetarian,75.88,1,3.794,79.674,3/1/2021,10:30,Credit card,75.88,4.761904762,3.794,7.1,Member
173-50-1108,South,Female,Vegetarian,20.18,4,4.036,84.756,13/2/2021,12:14,Credit card,80.72,4.761904762,4.036,5,Member
243-47-2663,South,Male,Vegetarian,18.77,6,5.631,118.251,28/1/2021,16:43,Credit card,112.62,4.761904762,5.631,5.5,Member
841-18-8232,South,Female,Vegetarian,71.2,1,3.56,74.76,5/1/2021,20:40,Credit card,71.2,4.761904762,3.56,9.2,Member
701-23-5550,South,Male,Vegetarian,38.81,4,7.762,163.002,19/3/2021,13:40,Ewallet,155.24,4.761904762,7.762,4.9,Member
647-50-1224,South,Female,Vegetarian,29.42,10,14.71,308.91,12/1/2021,16:23,Ewallet,294.2,4.761904762,14.71,8.9,Member
541-48-8554,South,Male,Vegetarian,60.95,9,27.4275,575.9775,7/1/2021,12:08,Credit card,548.55,4.761904762,27.4275,6,Member
539-21-7227,South,Female,Vegetarian,51.54,5,12.885,270.585,26/1/2021,17:45,Cash,257.7,4.761904762,12.885,4.2,Member
213-32-1216,South,Female,Vegetarian,66.06,6,19.818,416.178,23/1/2021,10:28,Cash,396.36,4.761904762,19.818,7.3,Member
747-58-7183,South,Male,Vegetarian,57.27,3,8.5905,180.4005,9/2/2021,20:31,Ewallet,171.81,4.761904762,8.5905,6.5,Member
582-52-8065,South,Female,Vegetarian,54.31,9,24.4395,513.2295,22/2/2021,10:49,Cash,488.79,4.761904762,24.4395,8.9,Member
210-57-1719,South,Female,Vegetarian,58.24,9,26.208,550.368,5/2/2021,12:34,Cash,524.16,4.761904762,26.208,9.7,Member
399-69-4630,South,Male,Vegetarian,22.21,6,6.663,139.923,7/3/2021,10:23,Credit card,133.26,4.761904762,6.663,8.6,Member
134-75-2619,South,Male,Vegetarian,19.32,7,6.762,142.002,25/3/2021,18:51,Cash,135.24,4.761904762,6.762,6.9,Member
356-44-8813,South,Male,Vegetarian,37.48,3,5.622,118.062,20/1/2021,13:45,Credit card,112.44,4.761904762,5.622,7.7,Member
198-66-9832,South,Female,Vegetarian,72.04,2,7.204,151.284,4/2/2021,19:38,Cash,144.08,4.761904762,7.204,9.5,Member
283-26-5248,South,Female,Vegetarian,98.52,10,49.26,1034.46,30/1/2021,20:23,Ewallet,985.2,4.761904762,49.26,4.5,Member
712-39-0363,South,Male,Vegetarian,41.66,6,12.498,262.458,2/1/2021,15:24,Ewallet,249.96,4.761904762,12.498,5.6,Member
218-59-9410,South,Female,Vegetarian,72.42,3,10.863,228.123,29/3/2021,16:54,Ewallet,217.26,4.761904762,10.863,8.2,Member
174-75-0888,East,Male,Vegetarian,21.58,9,9.711,203.931,14/3/2021,12:32,Cash,194.22,4.761904762,9.711,7.3,Member
866-99-7614,East,Male,Vegetarian,89.2,10,44.6,936.6,11/2/2021,15:42,Credit card,892,4.761904762,44.6,4.4,Member
134-54-4720,East,Female,Vegetarian,42.42,8,16.968,356.328,30/1/2021,13:58,Ewallet,339.36,4.761904762,16.968,5.7,Member
760-90-2357,East,Male,Vegetarian,74.51,6,22.353,469.413,20/3/2021,15:08,Ewallet,447.06,4.761904762,22.353,5,Member
514-37-2845,East,Male,Vegetarian,99.25,2,9.925,208.425,20/3/2021,13:02,Cash,198.5,4.761904762,9.925,9,Member
698-98-5964,East,Female,Vegetarian,81.21,10,40.605,852.705,17/1/2021,13:01,Credit card,812.1,4.761904762,40.605,6.3,Member
718-57-9773,East,Female,Vegetarian,49.33,10,24.665,517.965,3/2/2021,16:40,Credit card,493.3,4.761904762,24.665,9.4,Member
651-88-7328,East,Female,Vegetarian,65.74,9,29.583,621.243,1/1/2021,13:55,Cash,591.66,4.761904762,29.583,7.7,Member
241-11-2261,East,Female,Vegetarian,79.86,7,27.951,586.971,10/1/2021,10:33,Credit card,559.02,4.761904762,27.951,5.5,Member
408-26-9866,East,Female,Vegetarian,73.98,7,25.893,543.753,2/3/2021,16:42,Ewallet,517.86,4.761904762,25.893,4.1,Member
834-83-1826,East,Female,Vegetarian,82.04,5,20.51,430.71,25/2/2021,17:16,Credit card,410.2,4.761904762,20.51,7.6,Member
343-61-3544,East,Male,Vegetarian,26.67,10,13.335,280.035,29/1/2021,11:48,Cash,266.7,4.761904762,13.335,8.6,Member
239-48-4278,East,Male,Vegetarian,10.13,7,3.5455,74.4555,10/3/2021,19:35,Ewallet,70.91,4.761904762,3.5455,8.3,Member
355-34-6244,East,Male,Vegetarian,72.39,2,7.239,152.019,13/1/2021,19:55,Credit card,144.78,4.761904762,7.239,8.1,Member
550-84-8664,East,Male,Vegetarian,85.91,5,21.4775,451.0275,22/3/2021,14:33,Credit card,429.55,4.761904762,21.4775,8.6,Member
339-96-8318,East,Male,Vegetarian,81.31,7,28.4585,597.6285,1/3/2021,19:49,Ewallet,569.17,4.761904762,28.4585,6.3,Member
458-61-0011,East,Male,Vegetarian,60.3,4,12.06,253.26,20/2/2021,18:43,Cash,241.2,4.761904762,12.06,5.8,Member
592-34-6155,East,Male,Vegetarian,31.77,4,6.354,133.434,14/1/2021,14:43,Ewallet,127.08,4.761904762,6.354,6.2,Member
797-88-0493,East,Female,Vegetarian,64.27,4,12.854,269.934,26/3/2021,13:54,Cash,257.08,4.761904762,12.854,7.7,Member
207-73-1363,East,Male,Vegetarian,69.51,2,6.951,145.971,1/3/2021,12:15,Ewallet,139.02,4.761904762,6.951,8.1,Member
390-31-6381,East,Male,Vegetarian,27.22,3,4.083,85.743,7/1/2021,12:37,Cash,81.66,4.761904762,4.083,7.3,Member
443-82-0585,East,Female,Vegetarian,77.68,4,15.536,326.256,1/2/2021,19:54,Cash,310.72,4.761904762,15.536,8.4,Member
339-18-7061,East,Female,Vegetarian,92.98,2,9.298,195.258,13/2/2021,15:06,Credit card,185.96,4.761904762,9.298,8,Member
359-90-3665,East,Female,Vegetarian,18.08,4,3.616,75.936,14/1/2021,18:03,Credit card,72.32,4.761904762,3.616,9.5,Member
375-72-3056,East,Male,Vegetarian,63.06,3,9.459,198.639,19/1/2021,15:58,Ewallet,189.18,4.761904762,9.459,7,Member
127-47-6963,East,Male,Vegetarian,51.71,4,10.342,217.182,9/3/2021,13:53,Credit card,206.84,4.761904762,10.342,9.8,Member
278-86-2735,East,Female,Vegetarian,52.34,3,7.851,164.871,27/3/2021,14:03,Cash,157.02,4.761904762,7.851,9.2,Member
695-28-6250,East,Female,Vegetarian,43.06,5,10.765,226.065,4/2/2021,16:38,Ewallet,215.3,4.761904762,10.765,7.7,Member
379-17-6588,East,Male,Vegetarian,59.61,10,29.805,625.905,14/3/2021,11:07,Cash,596.1,4.761904762,29.805,5.3,Member
227-50-3718,East,Male,Vegetarian,14.62,5,3.655,76.755,4/3/2021,12:23,Cash,73.1,4.761904762,3.655,4.4,Member
302-15-2162,East,Male,Vegetarian,46.53,6,13.959,293.139,3/3/2021,10:54,Credit card,279.18,4.761904762,13.959,4.3,Member
788-07-8452,East,Female,Vegetarian,24.24,7,8.484,178.164,27/1/2021,17:38,Ewallet,169.68,4.761904762,8.484,9.4,Member
560-49-6611,West,Female,Vegetarian,45.58,1,2.279,47.859,7/2/2021,14:13,Cash,45.58,4.761904762,2.279,9.8,Member
880-35-0356,West,Female,Vegetarian,75.2,3,11.28,236.88,5/2/2021,11:51,Ewallet,225.6,4.761904762,11.28,4.8,Member
585-11-6748,West,Male,Vegetarian,96.8,3,14.52,304.92,15/3/2021,13:05,Cash,290.4,4.761904762,14.52,5.3,Member
